rater,id,model,empathy,professionalism,safety,naturalness,relevance
2,180,A,4.5,3.5,4.5,4.0,5
2,181,A,3.0,3.0,3.0,4.5,4.5
2,182,A,3.5,3.5,4.0,4.0,5
2,183,A,3.5,3.5,3.5,4.0,5
2,184,A,3.0,3.0,3.5,4.5,5
2,185,A,5,4.0,3.0,5,4.5
2,186,A,4.0,3.5,4.0,4.0,5
2,187,A,3.5,3.5,3.5,4.5,5
2,188,A,3.0,4.0,2.0,4.0,5
2,189,A,4.5,2.5,3.5,4.5,4.5
2,190,A,4.5,3.5,4.0,4.5,5
2,191,A,3.5,3.0,4.0,5,5
2,192,A,4.5,4.0,4.0,4.0,5
2,193,A,3.5,3.0,4.0,5,5
2,194,A,5,4.0,3.5,4.5,5
2,195,A,3.0,3.5,3.5,5,4.0
2,196,A,4.0,3.5,4.0,3.5,4.5
2,197,A,5,3.5,3.5,4.0,4.5
2,198,A,4.5,2.5,4.0,4.0,3.5
2,199,A,4.5,3.0,3.5,3.5,5
2,200,A,4.5,2.5,4.0,3.5,4.5
2,201,A,5,3.0,3.0,4.0,4.0
2,202,A,4.0,3.5,4.0,3.5,5
2,203,A,5,3.0,3.5,4.0,5
2,204,A,4.0,5,3.0,5,5
2,205,A,5,4.5,4.0,5,5
2,206,A,4.0,4.5,3.5,3.5,5
2,207,A,5,3.0,4.0,4.0,4.0
2,208,A,5,4.5,4.0,5,5
2,209,A,3.5,3.0,4.0,4.5,4.5
2,210,A,3.5,4.0,3.5,4.0,5
2,211,A,5,4.5,4.5,5,4.5
2,212,A,5,5,4.0,5,4.5
2,213,A,4.5,4.5,3.5,4.5,5
2,214,A,5,3.0,4.5,4.0,3.0
2,215,A,3.5,3.0,3.5,5,5
2,216,A,4.0,4.0,4.0,4.0,5
2,217,A,5,4.5,4.5,5,5
2,218,A,4.5,3.5,4.0,4.5,5
2,219,A,5,4.0,3.5,5,5
2,220,A,5,4.0,4.5,5,4.0
2,221,A,4.0,4.5,3.5,5,5
2,222,A,4.5,3.0,4.0,5,4.5
2,223,A,4.0,3.5,3.5,4.5,4.5
2,224,A,5,3.0,3.0,4.5,4.0
2,225,A,4.0,3.0,4.5,5,4.5
2,226,A,4.0,3.5,4.0,4.5,5
2,227,A,4.0,5,4.0,5,4.5
2,228,A,4.5,3.5,3.5,4.5,5
2,229,A,4.0,4.0,4.5,4.0,4.5
2,230,A,3.0,4.5,4.0,4.5,5
2,231,A,4.0,3.5,4.5,3.5,3.0
2,232,A,4.5,3.5,4.5,5,5
2,233,A,5,2.5,4.0,3.5,4.5
2,234,A,2.0,2.5,3.5,4.5,4.0
2,235,A,4.5,3.5,5,3.5,4.0
2,236,A,3.5,3.0,4.0,4.5,4.0
2,237,A,5,4.5,4.0,4.5,5
2,238,A,3.5,3.5,4.0,4.0,4.0
2,239,A,3.0,3.5,4.0,5,4.5
2,240,A,3.5,4.0,4.0,5,4.5
2,241,A,3.5,4.5,4.0,5,5
2,242,A,5,2.5,3.0,5,5
2,243,A,3.5,4.5,4.5,5,5
2,244,A,4.5,4.5,4.5,3.5,5
2,245,A,4.0,4.0,3.5,4.5,5
2,246,A,3.5,4.5,4.5,4.5,5
2,247,A,4.5,4.5,3.5,3.5,4.0
2,248,A,4.0,4.5,4.0,4.5,5
2,249,A,4.5,3.5,3.0,3.5,3.0
2,250,A,4.0,3.0,3.0,4.5,4.0
2,251,A,4.0,3.5,4.5,4.0,4.5
2,252,A,4.5,4.0,4.5,4.5,5
2,253,A,3.0,4.5,5,4.0,5
2,254,A,4.0,4.5,4.5,4.5,5
2,255,A,4.5,4.0,3.0,4.0,4.0
2,256,A,4.5,4.0,3.5,3.5,5
2,257,A,4.0,5,4.0,5,5
2,258,A,3.0,4.0,4.0,4.5,4.0
2,259,A,4.5,3.5,4.0,3.5,5
2,260,A,4.0,4.0,4.0,3.5,4.5
2,261,A,4.0,4.0,3.0,5,5
2,262,A,3.5,4.0,3.0,4.0,5
2,263,A,3.0,4.5,4.0,3.5,5
2,264,A,3.5,4.0,3.5,4.5,5
2,265,A,4.0,3.5,4.0,5,5
2,266,A,3.5,4.5,4.5,3.5,5
2,267,A,3.0,3.5,4.0,3.5,5
2,268,A,4.5,4.0,3.5,3.5,5
2,269,A,4.0,3.5,3.0,3.5,5
2,270,A,5,3.5,4.5,4.0,4.5
2,271,A,4.5,4.0,3.0,4.5,5
2,272,A,4.5,4.0,4.0,4.0,5
2,273,A,2.0,3.0,3.5,4.0,5
2,274,A,4.0,4.0,3.5,4.5,5
2,275,A,5,5,4.5,5,5
2,276,A,2.0,3.0,4.0,5,4.5
2,277,A,2.5,2.0,3.0,4.0,4.5
2,278,A,5,4.0,3.5,4.5,5
2,279,A,4.0,4.5,4.5,3.5,5
2,280,A,4.0,4.5,4.5,3.5,4.0
2,281,A,3.5,1.5,3.0,3.5,3.5
2,282,A,4.0,3.5,3.5,3.5,5
2,283,A,3.5,3.0,3.5,4.5,5
2,284,A,2.5,2.5,4.0,4.5,4.0
2,285,A,5,3.5,4.5,5,5
2,286,A,4.5,2.0,4.5,5,4.0
2,287,A,4.0,3.0,4.0,4.0,4.0
2,288,A,4.0,1.5,2.5,3.5,5
2,289,A,2.5,2.5,4.0,5,3.5
2,290,A,3.5,3.5,5,5,5
2,291,A,3.5,3.0,3.5,4.5,4.0
2,292,A,4.0,4.5,3.5,5,5
2,293,A,4.0,3.5,3.5,4.0,5
2,294,A,3.5,4.0,5,5,5
2,295,A,4.0,3.5,3.0,3.5,4.5
2,296,A,3.5,3.5,3.5,4.0,4.5
2,297,A,4.5,3.5,3.5,4.0,5
2,298,A,3.5,4.0,3.5,4.5,5
2,299,A,3.5,3.0,4.0,5,4.5
2,300,A,4.5,3.5,3.5,3.5,5
2,301,A,4.0,5,4.5,5,4.0
2,302,A,4.5,3.5,3.5,4.5,5
2,303,A,3.0,3.5,4.0,4.0,4.0
2,304,A,3.5,4.5,4.0,4.0,5
2,305,A,3.0,3.5,4.0,4.0,5
2,306,A,5,4.0,3.5,4.0,5
2,307,A,3.5,3.5,3.0,3.5,5
2,308,A,3.5,3.5,4.0,4.5,4.5
2,309,A,4.0,4.5,3.5,4.5,5
2,310,A,4.5,3.0,3.0,4.5,4.0
2,311,A,5,4.5,4.5,5,5
2,312,A,4.0,3.5,3.5,3.5,4.0
2,313,A,5,4.0,4.5,4.0,5
2,314,A,4.5,4.0,3.0,4.5,4.0
2,315,A,4.5,4.0,4.5,3.5,5
2,316,A,5,5,4.5,4.0,5
2,317,A,3.5,3.5,3.0,5,5
2,318,A,4.0,4.5,3.0,3.5,4.0
2,319,A,4.5,5,4.0,3.5,5
2,320,A,4.0,4.0,4.5,4.5,5
2,321,A,4.0,3.5,4.0,4.0,4.5
2,322,A,3.5,3.0,3.5,4.0,5
2,323,A,4.5,3.0,3.5,4.0,5
2,324,A,4.0,3.0,3.5,4.0,5
2,325,A,3.0,3.5,4.0,4.0,5
2,326,A,4.0,2.0,3.5,4.5,5
2,327,A,4.5,4.0,4.0,3.5,4.5
2,328,A,4.0,4.5,5,5,4.0
2,329,A,3.5,2.5,3.0,5,4.5
2,330,A,4.0,3.0,3.5,5,5
2,331,A,3.0,3.5,4.0,4.5,5
2,332,A,4.0,3.0,3.0,4.0,3.5
2,333,A,3.0,4.5,5,4.0,5
2,334,A,4.0,4.5,4.0,5,5
2,335,A,4.0,3.5,4.5,4.0,4.0
2,336,A,4.0,3.0,3.0,4.0,3.5
2,337,A,3.5,2.5,3.5,4.0,5
2,338,A,4.5,3.0,3.5,5,5
2,339,A,5,3.5,3.0,3.5,5
2,340,A,4.5,3.0,2.5,4.5,4.5
2,341,A,4.0,4.5,4.5,4.5,5
2,342,A,4.0,3.0,3.5,4.5,5
2,343,A,4.0,3.5,4.0,5,5
2,344,A,4.0,4.0,3.5,5,5
2,345,A,5,4.5,4.0,4.5,4.0
2,346,A,4.5,4.0,4.5,4.5,5
2,347,A,3.0,3.5,4.0,3.0,4.5
2,348,A,3.5,1,2.5,3.5,4.0
2,349,A,5,3.5,3.5,3.5,5
2,350,A,4.0,4.0,3.5,4.5,5
2,351,A,5,4.0,4.5,4.5,5
2,352,A,3.5,4.5,3.5,5,5
2,353,A,3.5,2.5,2.0,4.5,4.0
2,354,A,3.5,4.0,4.0,3.5,5
2,355,A,4.0,4.5,3.5,4.0,5
2,356,A,4.5,3.5,3.5,4.0,4.0
2,357,A,4.5,4.0,4.0,4.5,5
2,358,A,4.0,4.0,3.5,4.0,5
2,359,A,4.5,4.5,5,4.5,5
2,360,A,3.5,3.0,3.5,4.0,3.5
2,361,A,4.5,3.5,3.0,5,3.0
2,362,A,3.5,4.0,4.5,4.0,5
2,363,A,5,2.5,3.5,4.0,4.0
2,364,A,4.5,3.0,3.0,4.5,5
2,365,A,2.5,3.5,4.0,4.5,4.0
2,366,A,4.5,3.0,4.0,4.0,5
2,367,A,4.5,3.0,4.0,3.5,5
2,368,A,4.0,3.5,4.0,4.0,5
2,369,A,3.5,3.5,4.5,4.0,4.5
2,370,A,3.5,4.0,4.5,5,5
2,371,A,4.5,4.0,3.0,4.0,4.5
2,372,A,3.5,3.5,4.0,4.5,4.5
2,373,A,4.0,2.5,2.5,4.5,4.5
2,374,A,3.0,3.5,4.0,5,5
2,375,A,4.0,3.5,3.5,4.0,5
2,376,A,4.5,4.0,4.0,4.0,4.5
2,377,A,2.5,3.0,4.0,5,5
2,378,A,3.0,4.0,4.5,5,5
2,379,A,5,2.5,2.0,4.5,4.0
2,380,A,4.0,4.0,4.0,4.5,5
2,381,A,4.0,2.0,4.0,3.5,3.5
2,382,A,4.5,4.5,4.0,3.5,5
2,383,A,4.5,4.5,4.0,5,5
2,384,A,3.5,3.0,3.0,4.5,3.5
2,385,A,5,4.0,4.0,4.5,5
2,386,A,5,4.5,4.5,5,5
2,387,A,3.0,4.5,4.5,3.5,4.0
2,388,A,3.0,3.0,3.5,4.5,4.5
2,389,A,5,3.0,2.0,4.5,4.0
2,390,A,5,5,4.5,5,5
2,391,A,5,3.0,3.0,4.0,5
2,392,A,3.5,3.5,3.5,5,5
2,393,A,4.5,3.5,3.0,5,5
2,394,A,4.5,4.5,3.0,5,5
2,395,A,4.0,3.5,4.0,4.0,4.5
2,396,A,3.5,3.0,3.5,4.5,5
2,397,A,5,5,4.5,4.5,5
2,398,A,5,4.0,4.5,4.5,5
2,399,A,4.0,3.5,2.0,4.5,3.0
2,400,A,4.5,4.0,4.0,4.5,4.5
2,401,A,4.5,3.0,4.5,5,5
2,402,A,4.5,3.5,3.0,5,4.0
2,403,A,4.5,4.5,4.5,4.0,5
2,404,A,3.5,4.0,3.0,3.5,5
2,405,A,4.0,4.0,4.5,4.0,5
2,406,A,4.0,4.5,3.0,4.5,5
2,407,A,4.0,4.5,3.5,5,4.5
2,408,A,3.0,2.5,3.5,4.0,4.5
2,409,A,4.0,3.5,3.0,3.5,4.0
2,410,A,4.5,4.0,2.0,3.5,5
2,411,A,4.0,4.5,4.0,5,4.0
2,412,A,3.0,3.5,4.0,5,5
2,413,A,3.5,3.5,2.0,3.5,4.5
2,414,A,4.0,3.5,3.5,4.5,5
2,415,A,5,3.0,2.0,4.0,5
2,416,A,4.0,4.0,4.0,5,4.0
2,417,A,5,3.0,4.0,4.0,5
2,418,A,4.5,3.5,3.0,3.5,5
2,419,A,3.5,4.0,4.5,5,5
2,420,A,5,3.0,4.0,5,4.5
2,421,A,3.5,4.0,3.5,4.5,4.0
2,422,A,4.5,4.5,3.5,4.5,3.0
2,423,A,4.5,4.5,4.0,3.5,5
2,424,A,4.0,4.0,4.5,5,4.5
2,425,A,3.0,3.0,4.5,4.5,4.0
2,426,A,5,3.0,5,4.0,4.0
2,427,A,4.5,4.0,4.0,4.0,5
2,428,A,4.0,3.5,5,3.5,5
2,429,A,3.5,2.5,4.0,4.0,5
2,430,A,4.5,4.0,4.5,3.5,5
2,431,A,3.0,4.0,4.0,4.5,5
2,432,A,4.5,4.0,4.0,4.0,4.5
2,433,A,4.0,3.5,5,5,5
2,434,A,4.0,3.5,3.0,5,5
2,435,A,4.0,3.5,4.0,4.5,5
2,436,A,4.5,4.5,4.0,5,5
2,437,A,4.0,4.5,4.5,4.0,5
2,438,A,4.5,4.0,4.5,4.0,5
2,439,A,5,4.5,5,5,5
2,440,A,3.5,3.0,3.5,3.5,5
2,441,A,4.5,2.5,4.5,5,4.0
2,442,A,3.5,3.5,3.5,5,4.5
2,443,A,3.0,3.5,5,4.0,4.5
2,444,A,3.0,4.0,3.5,4.0,5
2,445,A,4.0,4.0,3.5,4.0,5
2,446,A,4.5,3.5,3.0,3.5,5
2,447,A,4.0,3.5,3.0,4.5,5
2,448,A,5,4.5,4.5,5,5
2,449,A,3.0,4.0,4.0,4.5,4.5
2,450,A,4.5,5,5,4.5,5
2,451,A,4.5,3.5,4.0,5,4.5
2,452,A,4.0,4.5,4.0,4.5,4.5
2,453,A,3.5,4.5,5,3.5,4.0
2,454,A,4.5,3.0,4.0,4.5,4.5
2,455,A,4.0,3.5,4.0,4.0,4.5
2,456,A,4.5,3.5,3.5,4.0,4.0
2,457,A,4.0,3.0,3.0,5,5
2,458,A,3.0,4.0,5,3.5,4.5
2,459,A,3.5,4.5,3.0,4.0,5
2,460,A,4.0,4.0,4.0,4.5,4.5
2,461,A,3.0,3.5,4.0,4.0,5
2,462,A,3.5,4.0,3.5,5,4.0
2,463,A,3.0,4.0,3.0,4.0,4.0
2,464,A,4.5,3.0,3.5,5,3.0
2,465,A,3.0,3.0,4.5,4.0,5
2,466,A,3.0,4.0,4.0,3.5,5
2,467,A,4.5,3.0,4.5,4.0,5
2,468,A,3.0,4.0,3.5,4.0,5
2,469,A,3.5,3.0,4.0,3.5,5
2,470,A,4.0,3.0,4.5,4.0,5
2,471,A,4.0,5,5,5,5
2,472,A,4.0,3.0,3.0,4.5,5
2,473,A,4.0,3.5,3.5,3.5,4.0
2,474,A,4.5,4.0,4.0,5,4.0
2,475,A,3.0,3.0,3.5,4.0,4.5
2,476,A,5,4.5,3.0,5,4.0
2,477,A,4.0,3.0,5,4.0,5
2,478,A,4.5,4.5,3.0,4.0,5
2,479,A,4.0,3.5,5,5,4.5
2,480,A,4.5,4.0,4.0,3.5,5
2,481,A,4.5,5,4.5,5,4.0
2,482,A,3.5,3.5,4.0,5,4.0
2,483,A,3.5,4.0,4.0,4.0,4.0
2,484,A,5,4.0,5,4.5,5
2,485,A,4.5,4.0,3.5,5,5
2,486,A,4.5,3.5,4.5,5,4.0
2,487,A,4.5,4.0,2.0,5,5
2,488,A,4.0,3.5,5,4.5,4.0
2,489,A,4.0,4.5,5,4.5,5
2,490,A,5,4.5,5,5,4.0
2,491,A,4.0,3.0,5,4.5,5
2,492,A,5,5,5,5,5
2,493,A,4.0,4.0,5,3.5,5
2,494,A,4.5,3.5,5,3.5,5
2,495,A,4.5,4.5,4.0,3.5,4.5
2,496,A,5,4.5,5,4.5,5
2,497,A,4.0,5,4.0,4.5,5
2,498,A,5,4.0,4.0,5,5
2,499,A,5,4.5,4.5,5,4.0
2,500,A,5,5,4.5,5,5
2,1,B,4.0,3.5,4.0,5,4.5
2,2,B,5,2.5,3.5,5,5
2,3,B,4.5,2.5,2.5,5,4.5
2,4,B,5,2.5,3.5,5,4.5
2,5,B,4.0,3.5,3.5,4.5,5
2,6,B,4.5,4.0,4.0,5,4.0
2,7,B,5,2.0,3.5,4.5,5
2,8,B,3.0,2.5,3.0,4.5,2.5
2,9,B,2.0,2.0,2.0,4.5,4.0
2,10,B,4.5,2.5,3.5,5,4.5
2,11,B,4.0,5,3.5,5,5
2,12,B,4.5,1,3.5,4.5,2.0
2,13,B,4.0,1.5,2.5,5,3.5
2,14,B,3.0,3.0,3.0,5,5
2,15,B,3.5,2.5,2.5,5,2.0
2,16,B,4.0,1,2.0,4.5,3.5
2,17,B,5,3.0,3.5,5,3.0
2,18,B,5,3.5,4.0,5,5
2,19,B,4.0,1.5,3.5,4.0,3.5
2,20,B,3.0,2.5,4.0,5,5
2,21,B,3.5,2.5,4.0,5,5
2,22,B,3.5,1,2.5,4.5,2.0
2,23,B,5,4.0,4.0,5,4.0
2,24,B,5,2.0,3.0,5,2.5
2,25,B,3.0,2.5,3.5,4.5,4.5
2,26,B,3.0,3.5,4.0,5,3.5
2,27,B,5,2.0,3.5,5,4.0
2,28,B,5,3.5,4.0,5,5
2,29,B,2.5,2.0,2.5,5,3.0
2,30,B,5,1,2.0,5,4.0
2,31,B,5,1.5,5,4.5,3.5
2,32,B,4.0,1.5,4.0,5,3.5
2,33,B,2.5,1.5,3.0,4.0,2.0
2,34,B,3.0,2.0,3.5,5,4.0
2,35,B,3.5,2.5,5,5,3.0
2,36,B,3.5,3.0,3.5,4.5,3.0
2,37,B,4.0,4.5,4.5,5,5
2,38,B,4.5,3.0,4.5,5,5
2,39,B,5,2.5,4.5,4.5,3.0
2,40,B,3.0,1.5,4.5,5,4.0
2,41,B,4.5,2.5,4.0,5,5
2,42,B,4.0,2.5,2.0,4.0,2.0
2,43,B,5,4.5,3.5,5,5
2,44,B,3.5,2.0,3.5,5,4.0
2,45,B,2.0,1,2.5,3.5,3.5
2,46,B,5,3.5,4.5,5,2.0
2,47,B,3.5,3.0,4.5,5,3.0
2,48,B,4.5,3.5,4.0,5,5
2,49,B,3.0,1.5,3.5,5,3.0
2,50,B,5,4.0,4.5,5,5
2,51,B,5,2.5,4.5,4.5,4.5
2,52,B,2.0,1.5,3.0,4.5,4.0
2,53,B,4.0,4.5,4.5,5,4.0
2,54,B,3.0,2.5,4.5,4.5,5
2,55,B,3.0,2.0,2.5,4.0,1
2,56,B,4.5,3.5,3.5,4.5,4.5
2,57,B,3.0,2.0,4.0,5,3.5
2,58,B,4.5,2.0,4.5,4.5,3.0
2,59,B,3.0,1.5,5,3.5,2.5
2,60,B,3.0,2.0,3.0,4.5,3.5
2,61,B,3.0,2.5,3.5,4.5,4.0
2,62,B,3.5,2.5,3.0,5,3.5
2,63,B,4.5,2.5,3.0,5,5
2,64,B,3.5,2.5,4.5,5,4.0
2,65,B,4.0,2.5,3.5,5,3.5
2,66,B,4.0,1.5,4.5,4.0,4.5
2,67,B,2.5,2.0,4.5,4.5,3.5
2,68,B,4.0,2.0,3.5,4.5,5
2,69,B,4.5,3.5,3.0,5,5
2,70,B,4.0,1.5,4.5,5,2.0
2,71,B,5,5,4.5,5,4.0
2,72,B,4.5,2.0,4.5,4.5,3.0
2,73,B,5,4.0,4.5,4.5,5
2,74,B,4.0,2.5,3.5,5,4.0
2,75,B,3.5,2.5,3.0,5,3.5
2,76,B,4.0,3.5,4.5,3.5,3.0
2,77,B,5,3.0,4.0,5,5
2,78,B,4.5,3.0,4.0,5,3.5
2,79,B,5,3.5,4.5,5,3.0
2,80,B,4.0,2.5,2.0,4.0,4.0
2,81,B,4.0,4.0,3.5,4.5,5
2,82,B,5,4.0,4.5,4.5,5
2,83,B,3.0,2.0,4.5,4.5,4.5
2,84,B,3.5,2.5,3.0,4.5,3.5
2,85,B,4.5,2.0,4.0,5,4.0
2,86,B,2.0,1.5,3.5,3.5,4.0
2,87,B,3.0,2.5,3.5,5,3.0
2,88,B,2.0,1,2.0,5,2.0
2,89,B,5,4.0,4.0,5,5
2,90,B,3.5,3.0,3.0,5,3.0
2,91,B,4.0,1.5,3.5,4.0,3.5
2,92,B,5,5,4.0,5,5
2,93,B,2.5,2.5,4.5,4.5,4.0
2,94,B,4.0,2.0,2.5,4.5,2.0
2,95,B,3.0,1.5,2.0,4.5,1
2,96,B,4.0,2.0,3.0,5,4.5
2,97,B,4.5,3.5,3.0,4.5,5
2,98,B,3.5,1,5,5,3.5
2,99,B,2.0,1,2.5,5,4.0
2,100,B,5,3.0,3.5,5,5
2,101,B,3.0,2.5,3.0,5,5
2,102,B,4.5,1.5,3.0,5,2.5
2,103,B,2.5,2.0,3.0,3.5,2.5
2,104,B,5,3.0,2.0,5,4.0
2,105,B,3.0,3.0,2.0,5,4.5
2,106,B,3.5,2.0,3.0,4.5,3.5
2,107,B,4.5,1.5,3.0,5,3.5
2,108,B,2.0,2.0,2.5,4.0,3.0
2,109,B,3.5,1,2.0,5,3.5
2,110,B,3.5,3.0,3.0,5,4.0
2,111,B,4.0,1,2.0,5,3.5
2,112,B,4.0,3.0,2.5,5,3.0
2,113,B,5,3.0,2.0,4.5,4.0
2,114,B,4.0,1,2.5,4.5,4.0
2,115,B,3.5,2.0,3.0,5,4.0
2,116,B,4.5,3.5,3.0,5,3.5
2,117,B,5,3.0,2.5,5,3.5
2,118,B,4.0,1.5,3.0,4.5,4.0
2,119,B,4.0,1.5,2.5,4.5,3.0
2,120,B,5,3.5,3.5,5,4.5
2,121,B,5,3.5,2.5,5,5
2,122,B,4.0,2.5,3.5,3.5,5
2,123,B,4.0,2.0,1.5,4.5,2.5
2,124,B,5,3.0,3.0,5,3.0
2,125,B,3.0,2.0,1,5,3.0
2,126,B,4.5,4.0,3.0,5,4.5
2,127,B,4.5,2.0,2.5,4.5,3.0
2,128,B,4.5,3.0,3.0,4.0,4.0
2,129,B,3.5,2.5,3.0,5,2.0
2,130,B,4.5,3.0,3.5,5,4.0
2,131,B,5,1,2.0,4.5,5
2,132,B,5,2.5,3.0,5,3.5
2,133,B,5,4.5,4.5,5,5
2,134,B,5,1,3.5,5,3.0
2,135,B,5,3.0,3.0,5,3.0
2,136,B,5,4.0,4.0,5,4.5
2,137,B,4.5,1.5,2.0,5,2.0
2,138,B,4.0,2.0,3.0,5,3.0
2,139,B,2.0,1.5,2.0,4.0,2.0
2,140,B,4.0,3.5,3.5,5,5
2,141,B,4.5,4.0,3.5,5,5
2,142,B,3.5,2.5,1,3.5,2.0
2,143,B,4.0,4.5,3.5,5,4.0
2,144,B,4.5,3.0,4.5,5,5
2,145,B,4.0,1.5,2.0,4.5,3.0
2,146,B,4.5,1.5,3.0,5,3.0
2,147,B,4.0,3.5,3.5,5,3.5
2,148,B,4.5,2.5,2.0,5,5
2,149,B,5,2.5,2.5,5,3.5
2,150,B,3.0,2.5,1.5,5,2.0
2,151,B,4.0,4.0,3.5,4.5,5
2,152,B,5,2.5,3.5,5,4.0
2,153,B,3.0,2.5,4.0,5,4.5
2,154,B,4.5,1.5,2.0,5,3.5
2,155,B,4.5,2.5,4.0,5,4.0
2,156,B,5,4.0,3.0,4.0,3.5
2,157,B,4.5,3.0,4.0,5,3.5
2,158,B,5,3.5,3.5,5,4.0
2,159,B,4.5,3.5,3.5,5,4.0
2,160,B,3.0,2.5,4.5,4.0,2.5
2,161,B,4.5,2.0,2.0,5,4.0
2,162,B,4.5,3.5,4.5,5,4.0
2,163,B,3.0,3.5,2.0,4.5,3.5
2,164,B,3.5,2.5,4.0,4.5,3.5
2,165,B,5,2.0,4.0,5,4.0
2,166,B,3.5,2.0,3.0,3.5,2.0
2,167,B,5,3.5,4.0,5,4.5
2,168,B,4.5,1.5,5,5,2.0
2,169,B,4.5,3.5,3.0,5,4.5
2,170,B,3.0,2.5,2.0,4.0,3.5
2,171,B,3.5,1.5,2.5,4.5,3.0
2,172,B,5,3.5,4.0,5,5
2,173,B,5,2.5,3.0,4.5,4.5
2,174,B,3.0,1.5,4.0,3.5,4.5
2,175,B,4.5,1,5,5,3.0
2,176,B,4.5,3.5,2.0,5,3.0
2,177,B,4.0,3.0,3.5,4.0,3.5
2,178,B,4.5,3.0,4.5,5,4.0
2,179,B,5,3.5,3.5,4.5,5
2,180,B,4.0,3.0,2.5,5,4.0
2,181,B,3.0,3.0,3.5,5,5
2,182,B,3.5,1,3.0,5,3.5
2,183,B,4.0,4.5,4.0,4.5,5
2,184,B,4.5,3.5,4.0,5,4.0
2,185,B,4.5,2.5,4.0,4.5,4.5
2,186,B,2.0,1.5,2.5,4.5,2.0
2,187,B,3.5,3.0,4.0,5,4.5
2,188,B,4.0,3.5,3.5,5,3.5
2,189,B,5,3.0,3.5,5,5
2,190,B,4.0,2.5,4.5,5,3.5
2,191,B,3.0,3.0,4.0,5,4.5
2,192,B,5,3.0,3.0,5,3.5
2,193,B,4.5,3.0,2.5,5,4.0
2,194,B,3.5,2.0,2.5,4.5,3.5
2,195,B,4.5,2.0,4.0,5,3.0
2,196,B,4.0,3.5,3.5,4.5,4.5
2,197,B,4.0,3.0,3.0,4.5,3.0
2,198,B,5,3.5,3.5,5,4.0
2,199,B,3.0,2.5,3.5,4.5,4.0
2,200,B,4.0,5,3.5,5,5
2,201,B,4.5,3.0,4.0,5,5
2,202,B,4.5,3.0,3.0,4.5,4.0
2,203,B,5,3.5,4.0,5,5
2,204,B,5,3.0,3.0,5,3.0
2,205,B,4.0,3.5,4.0,5,3.0
2,206,B,5,4.5,3.5,5,5
2,207,B,5,3.5,3.5,5,5
2,208,B,3.5,1,3.5,4.0,2.5
2,209,B,4.0,2.5,4.5,4.5,4.0
2,210,B,3.0,2.5,3.5,5,4.0
2,211,B,3.5,1.5,2.0,4.0,1.5
2,212,B,4.0,2.0,3.5,4.5,2.5
2,213,B,4.5,2.0,3.0,5,3.5
2,214,B,5,4.0,4.0,5,5
2,215,B,5,3.5,4.5,5,5
2,216,B,2.0,2.5,3.0,4.5,3.0
2,217,B,2.5,2.0,2.5,5,2.5
2,218,B,4.5,1.5,3.5,5,3.5
2,219,B,4.5,3.0,2.5,4.5,4.0
2,220,B,4.5,3.5,3.0,4.5,5
2,221,B,3.5,2.5,2.5,5,4.0
2,222,B,4.5,3.5,3.0,4.5,4.0
2,223,B,4.5,3.5,4.0,5,5
2,224,B,5,3.0,3.5,4.5,5
2,225,B,3.5,1.5,4.0,4.0,4.5
2,226,B,4.0,3.0,4.0,5,3.0
2,227,B,5,2.0,2.5,5,2.5
2,228,B,3.5,2.5,3.5,5,4.0
2,229,B,4.5,3.0,4.5,5,4.0
2,230,B,4.0,1,2.5,4.0,4.5
2,231,B,5,5,4.0,5,5
2,232,B,4.0,2.5,3.5,5,3.5
2,233,B,5,1.5,4.0,5,4.5
2,234,B,5,4.0,3.5,5,5
2,235,B,4.0,3.0,5,5,3.5
2,236,B,3.0,2.5,4.0,5,5
2,237,B,3.0,1,2.0,4.0,3.5
2,238,B,5,2.0,4.5,5,3.0
2,239,B,4.0,1.5,3.5,5,4.5
2,240,B,4.0,3.5,5,5,3.5
2,241,B,3.0,3.0,3.0,3.5,3.5
2,242,B,4.0,3.5,3.5,5,5
2,243,B,3.0,2.5,3.0,5,5
2,244,B,5,3.5,5,5,5
2,245,B,4.0,1.5,2.5,4.5,2.5
2,246,B,4.0,2.0,3.0,5,3.0
2,247,B,5,3.0,4.5,4.5,4.0
2,248,B,3.5,2.5,4.0,5,4.0
2,249,B,3.5,1.5,3.5,5,3.5
2,250,B,4.5,3.0,2.5,5,4.0
2,251,B,4.0,3.0,3.5,5,3.0
2,252,B,4.0,1,2.5,5,3.5
2,253,B,3.0,1.5,3.0,4.5,3.5
2,254,B,4.5,5,4.5,5,5
2,255,B,3.0,2.5,2.5,5,3.5
2,256,B,4.5,3.5,3.0,5,3.0
2,257,B,4.5,2.0,3.0,4.5,1
2,258,B,5,4.5,3.5,5,5
2,259,B,3.5,2.5,2.5,5,4.5
2,260,B,3.0,1.5,2.5,5,2.0
2,261,B,2.0,2.0,3.5,4.0,1
2,262,B,4.0,4.5,4.0,5,4.5
2,263,B,5,2.0,3.5,5,4.5
2,264,B,5,3.5,4.0,4.5,5
2,265,B,3.5,3.0,2.5,5,5
2,266,B,3.5,2.5,2.5,5,3.5
2,267,B,4.5,3.0,3.5,4.5,3.5
2,268,B,3.5,2.5,2.5,5,3.5
2,269,B,3.0,2.5,4.5,5,4.5
2,270,B,5,4.0,5,5,5
2,271,B,5,2.0,4.0,5,3.5
2,272,B,5,3.5,4.0,5,3.0
